date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:22:26	1623/1623	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%2256fe40d2000dd7e13a6f3b03db94dd7b%22	https://dalameen.com/ea/comments/feed/	C:/My%20Web%20Sites/EAMCS/dalameen.com/ea/comments/feed/index.html	(from https://dalameen.com/ea/)
21:22:26	600/600	---MCZ	200	added ('OK')	text/css	date:Sun,%2024%20Aug%202025%2009:13:40%20GMT	https://dalameen.com/ea/wp-content/plugins/elementor/assets/css/widget-heading.min.css?ver=3.31.2	C:/My%20Web%20Sites/EAMCS/dalameen.com/ea/wp-content/plugins/elementor/assets/css/widget-heading.min242d.css	(from https://dalameen.com/ea/)
21:22:26	146/146	---MCZ	200	added ('OK')	text/css	date:Sun,%2024%20Aug%202025%2009:13:40%20GMT	https://dalameen.com/ea/wp-content/plugins/elementor/assets/lib/animations/styles/slideInUp.min.css?ver=3.31.2	C:/My%20Web%20Sites/EAMCS/dalameen.com/ea/wp-content/plugins/elementor/assets/lib/animations/styles/slideInUp.min242d.css	(from https://dalameen.com/ea/)
21:22:27	16471/16471	---MCZ	200	added ('OK')	text/css	date:Sun,%2024%20Aug%202025%2009:13:40%20GMT	https://dalameen.com/ea/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?ver=8.4.5	C:/My%20Web%20Sites/EAMCS/dalameen.com/ea/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min94a4.css	(from https://dalameen.com/ea/)
21:22:27	5486/5486	---MCZ	200	added ('OK')	text/css	date:Sun,%2024%20Aug%202025%2009:13:40%20GMT	https://dalameen.com/ea/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min.css?ver=3.31.2	C:/My%20Web%20Sites/EAMCS/dalameen.com/ea/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min242d.css	(from https://dalameen.com/ea/)
21:22:27	382/382	---MCZ	200	added ('OK')	text/css	date:Sun,%2024%20Aug%202025%2009:13:40%20GMT	https://dalameen.com/ea/wp-content/plugins/elementor/assets/css/widget-image-carousel.min.css?ver=3.31.2	C:/My%20Web%20Sites/EAMCS/dalameen.com/ea/wp-content/plugins/elementor/assets/css/widget-image-carousel.min242d.css	(from https://dalameen.com/ea/)
21:22:27	30103/30103	---MCZ	200	added ('OK')	text/css	date:Sun,%2024%20Aug%202025%2020:21:13%20GMT	https://dalameen.com/ea/wp-content/uploads/elementor/css/post-769.css?ver=1756066873	C:/My%20Web%20Sites/EAMCS/dalameen.com/ea/wp-content/uploads/elementor/css/post-769442c.css	(from https://dalameen.com/ea/)
21:22:28	59344/59344	---MCZ	200	added ('OK')	text/css	date:Sun,%2024%20Aug%202025%2009:13:40%20GMT	https://dalameen.com/ea/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=6.2.4	C:/My%20Web%20Sites/EAMCS/dalameen.com/ea/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min0757.css	(from https://dalameen.com/ea/)
21:22:28	26702/26702	---MCZ	200	added ('OK')	text/css	date:Sun,%2024%20Aug%202025%2009:13:40%20GMT	https://dalameen.com/ea/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min.css?ver=6.2.4	C:/My%20Web%20Sites/EAMCS/dalameen.com/ea/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min0757.css	(from https://dalameen.com/ea/)
21:22:28	101862/101862	---MCZ	200	added ('OK')	text/css	date:Sun,%2024%20Aug%202025%2009:43:43%20GMT	https://dalameen.com/ea/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1756028623	C:/My%20Web%20Sites/EAMCS/dalameen.com/ea/wp-content/uploads/elementor/google-fonts/css/roboto0e71.css	(from https://dalameen.com/ea/)
21:22:28	23526/23526	---MCZ	200	added ('OK')	text/css	date:Sun,%2024%20Aug%202025%2009:49:01%20GMT	https://dalameen.com/ea/wp-content/uploads/elementor/google-fonts/css/robotoslab.css?ver=1756028941	C:/My%20Web%20Sites/EAMCS/dalameen.com/ea/wp-content/uploads/elementor/google-fonts/css/robotoslab15f2.css	(from https://dalameen.com/ea/)
21:22:29	438/438	---MCZ	200	added ('OK')	text/css	date:Sun,%2024%20Aug%202025%2009:58:52%20GMT	https://dalameen.com/ea/wp-content/uploads/elementor/google-fonts/css/electrolize.css?ver=1756029532	C:/My%20Web%20Sites/EAMCS/dalameen.com/ea/wp-content/uploads/elementor/google-fonts/css/electrolize8484.css	(from https://dalameen.com/ea/)
21:22:29	87553/87553	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2028%20Aug%202023%2021:14:24%20GMT	https://dalameen.com/ea/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/My%20Web%20Sites/EAMCS/dalameen.com/ea/wp-includes/js/jquery/jquery.minf43b.js	(from https://dalameen.com/ea/)
21:22:31	15073/15073	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2024%20Aug%202025%2009:13:40%20GMT	https://dalameen.com/ea/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js?ver=6.2.4	C:/My%20Web%20Sites/EAMCS/dalameen.com/ea/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min0757.js	(from https://dalameen.com/ea/)
21:22:31	13577/13577	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2009%20Jun%202023%2009:49:24%20GMT	https://dalameen.com/ea/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/My%20Web%20Sites/EAMCS/dalameen.com/ea/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://dalameen.com/ea/)
21:22:31	39627/39627	---MCZ	200	added ('OK')	application/json	etag:W/%22232-1756066951;;;%22	https://dalameen.com/ea/wp-json/wp/v2/pages/769	C:/My%20Web%20Sites/EAMCS/dalameen.com/ea/wp-json/wp/v2/pages/769.json	(from https://dalameen.com/ea/)
21:22:32	804/804	---MCZ	200	added ('OK')	text/xml	date:Sun,%2024%20Aug%202025%2020:22:32%20GMT	https://dalameen.com/ea/xmlrpc.php?rsd	C:/My%20Web%20Sites/EAMCS/dalameen.com/ea/xmlrpc0db0.php	(from https://dalameen.com/ea/)
21:22:32	422704/422704	---MCZ	200	added ('OK')	application/json	etag:W/%22233-1756066951;;;%22	https://dalameen.com/ea/wp-json/	C:/My%20Web%20Sites/EAMCS/dalameen.com/ea/wp-json/index.html	(from https://dalameen.com/ea/)
21:22:33	2031/2031	---MCZ	200	added ('OK')	application/json	etag:W/%22234-1756066952;;;%22	https://dalameen.com/ea/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdalameen.com%2Fea%2F	C:/My%20Web%20Sites/EAMCS/dalameen.com/ea/wp-json/oembed/1.0/embed6812.json	(from https://dalameen.com/ea/)
21:22:34	2189/2189	---MCZ	200	added ('OK')	text/xml	etag:W/%22235-1756066953;br%22	https://dalameen.com/ea/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdalameen.com%2Fea%2F&format=xml	C:/My%20Web%20Sites/EAMCS/dalameen.com/ea/wp-json/oembed/1.0/embed7135	(from https://dalameen.com/ea/)
21:22:34	1048/1048	---M--	200	added ('OK')	image/png	date:Sun,%2024%20Aug%202025%2014:03:54%20GMT	https://dalameen.com/ea/wp-content/uploads/2025/08/cropped-ea-sports-logo-32x32.png	C:/My%20Web%20Sites/EAMCS/dalameen.com/ea/wp-content/uploads/2025/08/cropped-ea-sports-logo-32x32.png	(from https://dalameen.com/ea/)
21:22:34	7298/7298	---M--	200	added ('OK')	image/png	date:Sun,%2024%20Aug%202025%2014:03:54%20GMT	https://dalameen.com/ea/wp-content/uploads/2025/08/cropped-ea-sports-logo-192x192.png	C:/My%20Web%20Sites/EAMCS/dalameen.com/ea/wp-content/uploads/2025/08/cropped-ea-sports-logo-192x192.png	(from https://dalameen.com/ea/)
21:22:35	6533/6533	---M--	200	added ('OK')	image/png	date:Sun,%2024%20Aug%202025%2014:03:54%20GMT	https://dalameen.com/ea/wp-content/uploads/2025/08/cropped-ea-sports-logo-180x180.png	C:/My%20Web%20Sites/EAMCS/dalameen.com/ea/wp-content/uploads/2025/08/cropped-ea-sports-logo-180x180.png	(from https://dalameen.com/ea/)
21:22:35	4579/4579	---M--	200	added ('OK')	image/png	date:Sun,%2024%20Aug%202025%2014:09:05%20GMT	https://dalameen.com/ea/wp-content/uploads/2025/08/cropped-Untitled-design-1-120x107.png	C:/My%20Web%20Sites/EAMCS/dalameen.com/ea/wp-content/uploads/2025/08/cropped-Untitled-design-1-120x107.png	(from https://dalameen.com/ea/)
21:22:35	9077/9077	---M--	200	added ('OK')	image/png	date:Sun,%2024%20Aug%202025%2016:19:16%20GMT	https://dalameen.com/ea/wp-content/uploads/2025/08/Add-a-heading-3000-x-700-px-1024x263.png	C:/My%20Web%20Sites/EAMCS/dalameen.com/ea/wp-content/uploads/2025/08/Add-a-heading-3000-x-700-px-1024x263.png	(from https://dalameen.com/ea/)
21:22:35	68746/68746	---M--	200	added ('OK')	image/webp	date:Sun,%2024%20Aug%202025%2013:04:58%20GMT	https://dalameen.com/ea/wp-content/uploads/2025/08/EA-Sports-2026-2048x1180.webp	C:/My%20Web%20Sites/EAMCS/dalameen.com/ea/wp-content/uploads/2025/08/EA-Sports-2026-2048x1180.webp	(from https://dalameen.com/ea/)
21:22:37	131949/131949	---MCZ	200	added ('OK')	text/html	date:Sun,%2024%20Aug%202025%2020:22:36%20GMT	https://dalameen.com/ea/sign-in/	C:/My%20Web%20Sites/EAMCS/dalameen.com/ea/sign-in/index.html	(from https://dalameen.com/ea/)
21:22:37	69522/69522	---M--	200	added ('OK')	image/webp	date:Sun,%2024%20Aug%202025%2012:51:40%20GMT	https://dalameen.com/ea/wp-content/uploads/2025/08/Untitled-design-3-2048x1180.webp	C:/My%20Web%20Sites/EAMCS/dalameen.com/ea/wp-content/uploads/2025/08/Untitled-design-3-2048x1180.webp	(from https://dalameen.com/ea/)
21:22:37	167861/167861	---M--	200	added ('OK')	image/avif	date:Sun,%2024%20Aug%202025%2013:33:05%20GMT	https://dalameen.com/ea/wp-content/uploads/2025/08/M26_GameTime_KeyArt.avif	C:/My%20Web%20Sites/EAMCS/dalameen.com/ea/wp-content/uploads/2025/08/M26_GameTime_KeyArt.avif	(from https://dalameen.com/ea/)
21:22:37	70288/70288	---M--	200	added ('OK')	image/avif	date:Sun,%2024%20Aug%202025%2014:13:30%20GMT	https://dalameen.com/ea/wp-content/uploads/2025/08/Xavier_McKinney_16x9.avif	C:/My%20Web%20Sites/EAMCS/dalameen.com/ea/wp-content/uploads/2025/08/Xavier_McKinney_16x9.avif	(from https://dalameen.com/ea/)
21:22:38	68321/68321	---M--	200	added ('OK')	image/avif	date:Sun,%2024%20Aug%202025%2014:13:36%20GMT	https://dalameen.com/ea/wp-content/uploads/2025/08/Tee_Higgins_16x9.avif	C:/My%20Web%20Sites/EAMCS/dalameen.com/ea/wp-content/uploads/2025/08/Tee_Higgins_16x9.avif	(from https://dalameen.com/ea/)
21:22:38	69138/69138	---M--	200	added ('OK')	image/avif	date:Sun,%2024%20Aug%202025%2014:13:41%20GMT	https://dalameen.com/ea/wp-content/uploads/2025/08/Khalil_Mack_16x9.avif	C:/My%20Web%20Sites/EAMCS/dalameen.com/ea/wp-content/uploads/2025/08/Khalil_Mack_16x9.avif	(from https://dalameen.com/ea/)
21:22:38	449897/449897	---M--	200	added ('OK')	image/avif	date:Sun,%2024%20Aug%202025%2013:53:06%20GMT	https://dalameen.com/ea/wp-content/uploads/2025/08/CampusHeroes_KeyArt.avif	C:/My%20Web%20Sites/EAMCS/dalameen.com/ea/wp-content/uploads/2025/08/CampusHeroes_KeyArt.avif	(from https://dalameen.com/ea/)
21:22:38	72496/72496	---M--	200	added ('OK')	image/avif	date:Sun,%2024%20Aug%202025%2014:13:47%20GMT	https://dalameen.com/ea/wp-content/uploads/2025/08/Brian_Urlacher_16x9.avif	C:/My%20Web%20Sites/EAMCS/dalameen.com/ea/wp-content/uploads/2025/08/Brian_Urlacher_16x9.avif	(from https://dalameen.com/ea/)
21:22:39	69437/69437	---M--	200	added ('OK')	image/avif	date:Sun,%2024%20Aug%202025%2014:13:52%20GMT	https://dalameen.com/ea/wp-content/uploads/2025/08/Marshawn_Lynch_16x9.avif	C:/My%20Web%20Sites/EAMCS/dalameen.com/ea/wp-content/uploads/2025/08/Marshawn_Lynch_16x9.avif	(from https://dalameen.com/ea/)
21:22:40	25544/25544	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2024%20Aug%202025%2009:09:19%20GMT	https://dalameen.com/ea/wp-content/themes/astra/assets/js/minified/frontend.min.js?ver=4.11.10	C:/My%20Web%20Sites/EAMCS/dalameen.com/ea/wp-content/themes/astra/assets/js/minified/frontend.min4641.js	(from https://dalameen.com/ea/)
21:22:40	195568/195568	---M--	200	added ('OK')	image/avif	date:Sun,%2024%20Aug%202025%2014:47:39%20GMT	https://dalameen.com/ea/wp-content/uploads/2025/08/mvpBundle26-keyart-16x9-1.avif	C:/My%20Web%20Sites/EAMCS/dalameen.com/ea/wp-content/uploads/2025/08/mvpBundle26-keyart-16x9-1.avif	(from https://dalameen.com/ea/)
21:22:40	457/457	---MCZ	200	added ('OK')	text/javascript	date:Wed,%2031%20Jan%202024%2017:59:56%20GMT	https://dalameen.com/ea/wp-includes/js/dist/dom-ready.min.js?ver=f77871ff7694fffea381	C:/My%20Web%20Sites/EAMCS/dalameen.com/ea/wp-includes/js/dist/dom-ready.min5346.js	(from https://dalameen.com/ea/)
21:22:41	6581/6581	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2024%20Aug%202025%2009:15:46%20GMT	https://dalameen.com/ea/wp-content/plugins/astra-sites/inc/lib/onboarding/assets/dist/template-preview/main.js?ver=06758d4d807d9d22c6ea	C:/My%20Web%20Sites/EAMCS/dalameen.com/ea/wp-content/plugins/astra-sites/inc/lib/onboarding/assets/dist/template-preview/maina11c.js	(from https://dalameen.com/ea/)
21:22:42	11619/11619	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2024%20Aug%202025%2009:13:36%20GMT	https://dalameen.com/ea/wp-content/plugins/essential-addons-for-elementor-lite/assets/front-end/js/view/general.min.js?ver=6.2.4	C:/My%20Web%20Sites/EAMCS/dalameen.com/ea/wp-content/plugins/essential-addons-for-elementor-lite/assets/front-end/js/view/general.min0757.js	(from https://dalameen.com/ea/)
21:22:42	2712/2712	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2024%20Aug%202025%2014:58:19%20GMT	https://dalameen.com/ea/wp-content/uploads/essential-addons-elementor/eael-769.js?ver=1756066859	C:/My%20Web%20Sites/EAMCS/dalameen.com/ea/wp-content/uploads/essential-addons-elementor/eael-769366f.js	(from https://dalameen.com/ea/)
21:22:42	5707/5707	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2024%20Aug%202025%2009:13:40%20GMT	https://dalameen.com/ea/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.31.2	C:/My%20Web%20Sites/EAMCS/dalameen.com/ea/wp-content/plugins/elementor/assets/js/webpack.runtime.min242d.js	(from https://dalameen.com/ea/)
21:22:43	49432/49432	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2024%20Aug%202025%2009:13:40%20GMT	https://dalameen.com/ea/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.31.2	C:/My%20Web%20Sites/EAMCS/dalameen.com/ea/wp-content/plugins/elementor/assets/js/frontend-modules.min242d.js	(from https://dalameen.com/ea/)
21:22:44	21464/21464	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2006%20Feb%202025%2022:27:26%20GMT	https://dalameen.com/ea/wp-includes/js/jquery/ui/core.min.js?ver=1.13.3	C:/My%20Web%20Sites/EAMCS/dalameen.com/ea/wp-includes/js/jquery/ui/core.minb37e.js	(from https://dalameen.com/ea/)
21:22:45	32879/32879	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2024%20Aug%202025%2009:13:40%20GMT	https://dalameen.com/ea/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.31.2	C:/My%20Web%20Sites/EAMCS/dalameen.com/ea/wp-content/plugins/elementor/assets/js/frontend.min242d.js	(from https://dalameen.com/ea/)
21:22:46	143709/143709	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2024%20Aug%202025%2009:13:40%20GMT	https://dalameen.com/ea/wp-content/plugins/elementor/assets/lib/swiper/v8/swiper.min.js?ver=8.4.5	C:/My%20Web%20Sites/EAMCS/dalameen.com/ea/wp-content/plugins/elementor/assets/lib/swiper/v8/swiper.min94a4.js	(from https://dalameen.com/ea/)
21:22:47	163933/163933	---M--	200	added ('OK')	image/jpeg	date:Sun,%2024%20Aug%202025%2010:49:51%20GMT	https://dalameen.com/ea/wp-content/uploads/2025/08/16656883_060425-wpvi-espn-madden-featured-img.jpg	C:/My%20Web%20Sites/EAMCS/dalameen.com/ea/wp-content/uploads/2025/08/16656883_060425-wpvi-espn-madden-featured-img.jpg	(from https://dalameen.com/ea/wp-content/uploads/elementor/css/post-769.css?ver=1756066873)
21:22:47	44718/44718	---M--	200	added ('OK')	image/webp	date:Sun,%2024%20Aug%202025%2013:10:42%20GMT	https://dalameen.com/ea/wp-content/uploads/2025/08/360_F_1338688722_WX1DuCG0DPEIsMQ0UUTEv7R3nY8kUuXi.webp	C:/My%20Web%20Sites/EAMCS/dalameen.com/ea/wp-content/uploads/2025/08/360_F_1338688722_WX1DuCG0DPEIsMQ0UUTEv7R3nY8kUuXi.webp	(from https://dalameen.com/ea/wp-content/uploads/elementor/css/post-769.css?ver=1756066873)
21:22:48	413277/413277	---M--	200	added ('OK')	image/jpeg	date:Sun,%2024%20Aug%202025%2013:10:06%20GMT	https://dalameen.com/ea/wp-content/uploads/2025/08/pexels-jean-daniel-2570139-scaled.jpg	C:/My%20Web%20Sites/EAMCS/dalameen.com/ea/wp-content/uploads/2025/08/pexels-jean-daniel-2570139-scaled.jpg	(from https://dalameen.com/ea/wp-content/uploads/elementor/css/post-769.css?ver=1756066873)
21:22:48	151556/151556	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2024%20Aug%202025%2009:13:40%20GMT	https://dalameen.com/ea/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	C:/My%20Web%20Sites/EAMCS/dalameen.com/ea/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	(from https://dalameen.com/ea/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=6.2.4)
21:22:49	151556/151556	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2024%20Aug%202025%2009:13:40%20GMT	https://dalameen.com/ea/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot?	C:/My%20Web%20Sites/EAMCS/dalameen.com/ea/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400d41d.eot	(from https://dalameen.com/ea/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=6.2.4)
21:22:50	81612/81612	---M--	200	added ('OK')	font/woff2	date:Sun,%2024%20Aug%202025%2009:13:40%20GMT	https://dalameen.com/ea/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	C:/My%20Web%20Sites/EAMCS/dalameen.com/ea/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	(from https://dalameen.com/ea/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=6.2.4)
21:22:50	97804/97804	---M--	200	added ('OK')	font/woff	date:Sun,%2024%20Aug%202025%2009:13:40%20GMT	https://dalameen.com/ea/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	C:/My%20Web%20Sites/EAMCS/dalameen.com/ea/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	(from https://dalameen.com/ea/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=6.2.4)
21:22:51	151368/151368	---MCZ	200	added ('OK')	font/ttf	date:Sun,%2024%20Aug%202025%2009:13:40%20GMT	https://dalameen.com/ea/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	C:/My%20Web%20Sites/EAMCS/dalameen.com/ea/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	(from https://dalameen.com/ea/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=6.2.4)
21:22:53	34034/34034	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2024%20Aug%202025%2009:13:40%20GMT	https://dalameen.com/ea/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot	C:/My%20Web%20Sites/EAMCS/dalameen.com/ea/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot	(from https://dalameen.com/ea/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=6.2.4)
21:22:54	34034/34034	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2024%20Aug%202025%2009:13:40%20GMT	https://dalameen.com/ea/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot?	C:/My%20Web%20Sites/EAMCS/dalameen.com/ea/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400d41d.eot	(from https://dalameen.com/ea/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=6.2.4)
21:22:54	749223/749223	---MCZ	200	added ('OK')	image/svg+xml	date:Sun,%2024%20Aug%202025%2009:13:40%20GMT	https://dalameen.com/ea/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	C:/My%20Web%20Sites/EAMCS/dalameen.com/ea/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	(from https://dalameen.com/ea/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=6.2.4)
21:22:54	13276/13276	---M--	200	added ('OK')	font/woff2	date:Sun,%2024%20Aug%202025%2009:13:40%20GMT	https://dalameen.com/ea/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff2	C:/My%20Web%20Sites/EAMCS/dalameen.com/ea/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff2	(from https://dalameen.com/ea/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=6.2.4)
21:22:56	16276/16276	---M--	200	added ('OK')	font/woff	date:Sun,%2024%20Aug%202025%2009:13:40%20GMT	https://dalameen.com/ea/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff	C:/My%20Web%20Sites/EAMCS/dalameen.com/ea/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff	(from https://dalameen.com/ea/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=6.2.4)
21:22:56	33736/33736	---MCZ	200	added ('OK')	font/ttf	date:Sun,%2024%20Aug%202025%2009:13:40%20GMT	https://dalameen.com/ea/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.ttf	C:/My%20Web%20Sites/EAMCS/dalameen.com/ea/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.ttf	(from https://dalameen.com/ea/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=6.2.4)
21:22:57	144714/144714	---MCZ	200	added ('OK')	image/svg+xml	date:Sun,%2024%20Aug%202025%2009:13:40%20GMT	https://dalameen.com/ea/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.svg	C:/My%20Web%20Sites/EAMCS/dalameen.com/ea/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.svg	(from https://dalameen.com/ea/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=6.2.4)
